Stock Name,Stock Area,Assessment Year,B Year,Estimated B,B Unit,source,Estimated B (Metric Tons)
Blue king crab - Pribilof Islands,Pribilof Islands,2013,2013.0,579.0,mt,AlaskaEco,579.0
Blue king crab - Pribilof Islands,Pribilof Islands,2014,2015.0,218.0,mt,AlaskaEco,218.0
Blue king crab - Pribilof Islands,Pribilof Islands,2015,2015.0,344.0,mt,AlaskaEco,344.0
Blue king crab - Pribilof Islands,Pribilof Islands,2016,2016.0,361.0,metric tons,AlaskaEco,361.0
Blue king crab - Pribilof Islands,Pribilof Islands,2017,2017.0,232.0,metric tons,AlaskaEco,232.0
Blue king crab - Pribilof Islands,Pribilof Islands,2019,2019.0,175.0,Metric Tons,AlaskaEco,175.0
Blue king crab - Pribilof Islands,Pribilof Islands,2021,2021.0,180.0,Metric Tons,AlaskaEco,180.0
Blue king crab - Pribilof Islands,Pribilof Islands,2023,2022.0,180.39999389648438,Metric Tons,AlaskaEco,180.39999389648438
Blue king crab - Saint Matthew Island,Saint Matthew Island,2013,2013.0,2860.0,mt,AlaskaEco,2860.0
Blue king crab - Saint Matthew Island,Saint Matthew Island,2014,2014.0,3010.0,mt,AlaskaEco,3010.0
Blue king crab - Saint Matthew Island,Saint Matthew Island,2015,2015.0,2480.0,metric tons,AlaskaEco,2480.0
Blue king crab - Saint Matthew Island,Saint Matthew Island,2016,2015.0,2110.0,metric tons,AlaskaEco,2110.0
Blue king crab - Saint Matthew Island,Saint Matthew Island,2017,2016.0,2120.0,metric tons,AlaskaEco,2120.0
Blue king crab - Saint Matthew Island,Saint Matthew Island,2018,2018.0,1310.0,Metric Tons,AlaskaEco,1310.0
Blue king crab - Saint Matthew Island,Saint Matthew Island,2019,2019.0,1081.0,Metric Tons,AlaskaEco,1081.0
Blue king crab - Saint Matthew Island,Saint Matthew Island,2020,2020.0,1120.0,Metric Tons,AlaskaEco,1120.0
Blue king crab - Saint Matthew Island,Saint Matthew Island,2022,2022.0,1180.0,Metric Tons,AlaskaEco,1180.0
Golden king crab - Aleutian Islands,Aleutian Islands,2017,2016.0,5814.0,mt,AlaskaEco,5814.0
Golden king crab - Aleutian Islands,Aleutian Islands,2018,2017.0,6397.0,mt,AlaskaEco,6397.0
Golden king crab - Eastern Aleutian Islands,Eastern Aleutian Islands,2017,2016.0,11910.0,mt,AlaskaEco,11910.0
Golden king crab - Eastern Aleutian Islands,Eastern Aleutian Islands,2018,2017.0,11555.0,mt,AlaskaEco,11555.0
Golden king crab - Eastern Aleutian Islands,Eastern Aleutian Islands,2019,2019.0,10.234000205993652,Metric Tons,AlaskaEco,10.234000205993652
Golden king crab - Eastern Aleutian Islands,Eastern Aleutian Islands,2020,2021.0,8470.0,Metric Tons,AlaskaEco,8470.0
Golden king crab - Eastern Aleutian Islands,Eastern Aleutian Islands,2021,2022.0,8717.5595703125,Metric Tons,AlaskaEco,8717.5595703125
Golden king crab - Eastern Aleutian Islands,Eastern Aleutian Islands,2022,2023.0,7387.39990234375,Metric Tons,AlaskaEco,7387.39990234375
Golden king crab - Eastern Aleutian Islands,Eastern Aleutian Islands,2023,2023.0,7493.89990234375,Metric Tons,AlaskaEco,7493.89990234375
Golden king crab - Western Aleutian Islands,Western Aleutian Islands,2017,2016.0,5814.0,mt,AlaskaEco,5814.0
Golden king crab - Western Aleutian Islands,Western Aleutian Islands,2018,2017.0,6397.0,mt,AlaskaEco,6397.0
Golden king crab - Western Aleutian Islands,Western Aleutian Islands,2019,2019.0,5744.0,Metric Tons,AlaskaEco,5744.0
Golden king crab - Western Aleutian Islands,Western Aleutian Islands,2020,2021.0,6290.0,Metric Tons,AlaskaEco,6290.0
Golden king crab - Western Aleutian Islands,Western Aleutian Islands,2021,2022.0,6097.97998046875,Metric Tons,AlaskaEco,6097.97998046875
Golden king crab - Western Aleutian Islands,Western Aleutian Islands,2022,2023.0,4553.83984375,Metric Tons,AlaskaEco,4553.83984375
Golden king crab - Western Aleutian Islands,Western Aleutian Islands,2023,2023.0,4574.81982421875,Metric Tons,AlaskaEco,4574.81982421875
Red king crab - Bristol Bay,Bristol Bay,2013,2012.0,29050.0,mt,AlaskaEco,29050.0
Red king crab - Bristol Bay,Bristol Bay,2014,2013.0,27157.0,mt,AlaskaEco,27157.0
Red king crab - Bristol Bay,Bristol Bay,2015,2014.0,27254.0,metric tons,AlaskaEco,27254.0
Red king crab - Bristol Bay,Bristol Bay,2016,2016.0,24000.0,metric tons,AlaskaEco,24000.0
Red king crab - Bristol Bay,Bristol Bay,2017,2016.0,25800.0,metric tons,AlaskaEco,25800.0
Red king crab - Bristol Bay,Bristol Bay,2018,2018.0,20.799999237060547,Thousand Metric Tons,AlaskaEco,20799.999237060547
Red king crab - Bristol Bay,Bristol Bay,2019,2019.0,16.0,Thousand Metric Tons,AlaskaEco,16000.0
Red king crab - Bristol Bay,Bristol Bay,2020,2020.0,14.930000305175781,Thousand Metric Tons,AlaskaEco,14930.000305175781
Red king crab - Bristol Bay,Bristol Bay,2021,2020.0,13.96399974822998,Thousand Metric Tons,AlaskaEco,13963.99974822998
Red king crab - Bristol Bay,Bristol Bay,2022,2022.0,16.639999389648438,Thousand Metric Tons,AlaskaEco,16639.999389648438
Red king crab - Bristol Bay,Bristol Bay,2023,2023.0,18.34000015258789,Thousand Metric Tons,AlaskaEco,18340.00015258789
Red king crab - Norton Sound,Norton Sound,2013,2013.0,2080.0,mt,AlaskaEco,2080.0
Red king crab - Norton Sound,Norton Sound,2014,2013.0,2160.0,mt,AlaskaEco,2160.0
Red king crab - Norton Sound,Norton Sound,2015,2014.0,2330.0,mt,AlaskaEco,2330.0
Red king crab - Norton Sound,Norton Sound,2016,2015.0,2660.0,mt,AlaskaEco,2660.0
Red king crab - Norton Sound,Norton Sound,2017,2016.0,2660.0,mt,AlaskaEco,2660.0
Red king crab - Norton Sound,Norton Sound,2018,2017.0,2330.0,mt,AlaskaEco,2330.0
Red king crab - Norton Sound,Norton Sound,2019,2019.0,3.119999885559082,Million Pounds,AlaskaEco,1415208.142490473
Red king crab - Norton Sound,Norton Sound,2020,2020.0,1.659999966621399,Thousand Metric Tons,AlaskaEco,1659.999966621399
Red king crab - Norton Sound,Norton Sound,2021,2021.0,2.190000057220459,Thousand Metric Tons,AlaskaEco,2190.000057220459
Red king crab - Norton Sound,Norton Sound,2022,2022.0,2.4200000762939453,Thousand Metric Tons,AlaskaEco,2420.0000762939453
Red king crab - Norton Sound,Norton Sound,2023,2023.0,2.4000000953674316,Thousand Metric Tons,AlaskaEco,2400.0000953674316
Red king crab - Pribilof Islands,Pribilof Islands,2013,2012.0,4025.0,mt,AlaskaEco,4025.0
Red king crab - Pribilof Islands,Pribilof Islands,2014,2013.0,4679.0,mt,AlaskaEco,4679.0
Red king crab - Pribilof Islands,Pribilof Islands,2015,2015.0,8894.0,metric tons,AlaskaEco,8894.0
Red king crab - Pribilof Islands,Pribilof Islands,2016,2016.0,9062.0,metric tons,AlaskaEco,9062.0
Red king crab - Pribilof Islands,Pribilof Islands,2017,2016.0,4788.0,metric tons,AlaskaEco,4788.0
Red king crab - Pribilof Islands,Pribilof Islands,2019,2020.0,5368.0,Metric Tons,AlaskaEco,5368.0
Red king crab - Pribilof Islands,Pribilof Islands,2022,2022.0,3879.0,Metric Tons,AlaskaEco,3879.0
Snow crab - Bering Sea,Bering Sea,2013,2013.0,170100.0,mt,AlaskaEco,170100.0
Snow crab - Bering Sea,Bering Sea,2014,2013.0,126500.0,metric tons,AlaskaEco,126500.0
Snow crab - Bering Sea,Bering Sea,2015,2015.0,168000.0,metric tons,AlaskaEco,168000.0
Snow crab - Bering Sea,Bering Sea,2016,2016.0,91600.0,metric tons,AlaskaEco,91600.0
Snow crab - Bering Sea,Bering Sea,2017,2017.0,94400.0,Metric Tons,AlaskaEco,94400.0
Snow crab - Bering Sea,Bering Sea,2018,2018.0,123.0999984741211,Thousand Metric Tons,AlaskaEco,123099.9984741211
Snow crab - Bering Sea,Bering Sea,2021,2020.0,26.739999771118164,Thousand Metric Tons,AlaskaEco,26739.999771118164
Snow crab - Bering Sea,Bering Sea,2022,2021.0,41200.0,Metric Tons,AlaskaEco,41200.0
Southern Tanner crab - Bering Sea,Bering Sea,2013,2013.0,59350.0,mt,AlaskaEco,59350.0
Southern Tanner crab - Bering Sea,Bering Sea,2014,2013.0,87500.0,metric tons,AlaskaEco,87500.0
Southern Tanner crab - Bering Sea,Bering Sea,2015,2014.0,71567.0,metric tons,AlaskaEco,71567.0
Southern Tanner crab - Bering Sea,Bering Sea,2016,2016.0,53700.0,metric tons,AlaskaEco,53700.0
Southern Tanner crab - Bering Sea,Bering Sea,2017,2017.0,43310.0,metric tons,AlaskaEco,43310.0
Southern Tanner crab - Bering Sea,Bering Sea,2018,2018.0,23.530000686645508,Thousand Metric Tons,AlaskaEco,23530.000686645508
Southern Tanner crab - Bering Sea,Bering Sea,2019,2019.0,39.54999923706055,Thousand Metric Tons,AlaskaEco,39549.99923706055
Southern Tanner crab - Bering Sea,Bering Sea,2020,2020.0,35.310001373291016,Thousand Metric Tons,AlaskaEco,35310.001373291016
Southern Tanner crab - Bering Sea,Bering Sea,2021,2021.0,42.56999969482422,Thousand Metric Tons,AlaskaEco,42569.99969482422
Southern Tanner crab - Bering Sea,Bering Sea,2022,2022.0,47.58000183105469,Thousand Metric Tons,AlaskaEco,47580.00183105469
Southern Tanner crab - Bering Sea,Bering Sea,2023,2023.0,74.16999816894531,Thousand Metric Tons,AlaskaEco,74169.99816894531
Alaska plaice - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,260557.0,Metric Tons,AlaskaEco,260557.0
Alaska plaice - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,222922.0,Metric Tons,AlaskaEco,222922.0
Alaska plaice - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,215300.0,Metric Tons,AlaskaEco,215300.0
Alaska plaice - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,196345.0,Metric Tons,AlaskaEco,196345.0
Alaska plaice - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2017,2017.0,204132.0,Metric Tons,AlaskaEco,204132.0
Alaska plaice - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2017.0,204132.0,Metric Tons,AlaskaEco,204132.0
Alaska plaice - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2019.0,179279.0,Metric Tons,AlaskaEco,179279.0
Alaska plaice - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2019.0,179279.0,Metric Tons,AlaskaEco,179279.0
Alaska plaice - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2021.0,158325.0,Metric Tons,AlaskaEco,158325.0
Alaska plaice - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2021.0,158325.0,Metric Tons,AlaskaEco,158325.0
Alaska plaice - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2021.0,158325.0,Metric Tons,AlaskaEco,158325.0
Alaska skate - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,194289.0,Metric Tons,AlaskaEco,194289.0
Alaska skate - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,134942.0,Metric Tons,AlaskaEco,134942.0
Alaska skate - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,115378.0,Metric Tons,AlaskaEco,115378.0
Alaska skate - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,125506.0,Metric Tons,AlaskaEco,125506.0
Alaska skate - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2017,2016.0,125506.0,Metric Tons,AlaskaEco,125506.0
Alaska skate - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2018.0,134418.0,Metric Tons,AlaskaEco,134418.0
Alaska skate - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2018.0,134418.0,Metric Tons,AlaskaEco,134418.0
Alaska skate - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2020.0,142134.0,Metric Tons,AlaskaEco,142134.0
Alaska skate - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2020.0,142134.0,Metric Tons,AlaskaEco,142134.0
Alaska skate - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2020.0,142134.0,Metric Tons,AlaskaEco,142134.0
Alaska skate - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2023.0,124969.0,Metric Tons,AlaskaEco,124969.0
Arrowtooth flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,615997.0,Metric Tons,AlaskaEco,615997.0
Arrowtooth flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,527622.0,Metric Tons,AlaskaEco,527622.0
Arrowtooth flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,533731.0,Metric Tons,AlaskaEco,533731.0
Arrowtooth flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,495189.0,Metric Tons,AlaskaEco,495189.0
Arrowtooth flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2017,2017.0,490663.0,Metric Tons,AlaskaEco,490663.0
Arrowtooth flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2018.0,497583.0,Metric Tons,AlaskaEco,497583.0
Arrowtooth flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2019.0,482174.0,Metric Tons,AlaskaEco,482174.0
Arrowtooth flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2020.0,503360.0,Metric Tons,AlaskaEco,503360.0
Arrowtooth flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2020.0,503360.0,Metric Tons,AlaskaEco,503360.0
Arrowtooth flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2022.0,507275.0,Metric Tons,AlaskaEco,507275.0
Arrowtooth flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2022.0,507275.0,Metric Tons,AlaskaEco,507275.0
Atka mackerel - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,118446.0,Metric Tons,AlaskaEco,118446.0
Atka mackerel - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,176036.0,Metric Tons,AlaskaEco,176036.0
Atka mackerel - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,177285.0,Metric Tons,AlaskaEco,177285.0
Atka mackerel - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,154396.0,Metric Tons,AlaskaEco,154396.0
Atka mackerel - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2017,2017.0,159027.0,Metric Tons,AlaskaEco,159027.0
Atka mackerel - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2018.0,123188.0,Metric Tons,AlaskaEco,123188.0
Atka mackerel - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2019.0,117470.0,Metric Tons,AlaskaEco,117470.0
Atka mackerel - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2020.0,114052.0,Metric Tons,AlaskaEco,114052.0
Atka mackerel - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2021.0,113529.0,Metric Tons,AlaskaEco,113529.0
Atka mackerel - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2022.0,137720.0,Metric Tons,AlaskaEco,137720.0
Atka mackerel - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2022.0,137720.0,Metric Tons,AlaskaEco,137720.0
Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex,,2016,2016.0,6543.0,Metric Tons,AlaskaEco,6543.0
Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex,,2017,2016.0,6543.0,Metric Tons,AlaskaEco,6543.0
Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex,,2018,2018.0,4513.0,Metric Tons,AlaskaEco,4513.0
Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex,,2020,2020.0,3337.0,Metric Tons,AlaskaEco,3337.0
Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex,,2021,2020.0,3337.0,Metric Tons,AlaskaEco,3337.0
Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex,,2022,2022.0,3335.0,Metric Tons,AlaskaEco,3335.0
Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex,,2023,2022.0,3335.0,Metric Tons,AlaskaEco,3335.0
Bering Sea / Aleutian Islands Other Flatfish Complex,,2013,2013.0,107500.0,Metric Tons,AlaskaEco,107500.0
Bering Sea / Aleutian Islands Other Flatfish Complex,,2014,2014.0,142961.0,Metric Tons,AlaskaEco,142961.0
Bering Sea / Aleutian Islands Other Flatfish Complex,,2015,2015.0,112104.0,Metric Tons,AlaskaEco,112104.0
Bering Sea / Aleutian Islands Other Flatfish Complex,,2016,2016.0,113450.0,Metric Tons,AlaskaEco,113450.0
Bering Sea / Aleutian Islands Other Flatfish Complex,,2018,2018.0,141325.0,Metric Tons,AlaskaEco,141325.0
Bering Sea / Aleutian Islands Other Flatfish Complex,,2020,2020.0,146679.0,Metric Tons,AlaskaEco,146679.0
Bering Sea / Aleutian Islands Other Rockfish Complex,,2013,2014.0,47705.0,Metric Tons,AlaskaEco,47705.0
Bering Sea / Aleutian Islands Other Rockfish Complex,,2014,2015.0,49630.0,Metric Tons,AlaskaEco,49630.0
Bering Sea / Aleutian Islands Other Rockfish Complex,,2015,2015.0,49630.0,Metric Tons,AlaskaEco,49630.0
Bering Sea / Aleutian Islands Other Rockfish Complex,,2016,2016.0,55312.0,Metric Tons,AlaskaEco,55312.0
Bering Sea / Aleutian Islands Other Rockfish Complex,,2018,2019.0,53290.0,Metric Tons,AlaskaEco,53290.0
Bering Sea / Aleutian Islands Other Rockfish Complex,,2020,2020.0,53248.0,Metric Tons,AlaskaEco,53248.0
Bering Sea / Aleutian Islands Other Rockfish Complex,,2022,2022.0,52733.0,Metric Tons,AlaskaEco,52733.0
Bering Sea / Aleutian Islands Other Skates Complex,,2013,2012.0,94684.0,Metric Tons,AlaskaEco,94684.0
Bering Sea / Aleutian Islands Other Skates Complex,,2014,2014.0,96923.0,Metric Tons,AlaskaEco,96923.0
Bering Sea / Aleutian Islands Other Skates Complex,,2015,2015.0,103682.0,Metric Tons,AlaskaEco,103682.0
Bering Sea / Aleutian Islands Other Skates Complex,,2016,2016.0,100130.0,Metric Tons,AlaskaEco,100130.0
Bering Sea / Aleutian Islands Other Skates Complex,,2017,2016.0,100130.0,Metric Tons,AlaskaEco,100130.0
Bering Sea / Aleutian Islands Other Skates Complex,,2018,2018.0,119787.0,Metric Tons,AlaskaEco,119787.0
Bering Sea / Aleutian Islands Other Skates Complex,,2019,2018.0,119787.0,Metric Tons,AlaskaEco,119787.0
Bering Sea / Aleutian Islands Other Skates Complex,,2020,2020.0,107174.0,Metric Tons,AlaskaEco,107174.0
Bering Sea / Aleutian Islands Other Skates Complex,,2021,2020.0,107174.0,Metric Tons,AlaskaEco,107174.0
Bering Sea / Aleutian Islands Other Skates Complex,,2022,2020.0,107174.0,Metric Tons,AlaskaEco,107174.0
Bering Sea / Aleutian Islands Other Skates Complex,,2023,2023.0,131446.0,Metric Tons,AlaskaEco,131446.0
Bering Sea / Aleutian Islands Sculpin Complex,,2013,2013.0,215713.0,Metric Tons,AlaskaEco,215713.0
Bering Sea / Aleutian Islands Sculpin Complex,,2014,2015.0,194783.0,Metric Tons,AlaskaEco,194783.0
Bering Sea / Aleutian Islands Sculpin Complex,,2015,2015.0,180570.0,Metric Tons,AlaskaEco,180570.0
Bering Sea / Aleutian Islands Sculpin Complex,,2016,2016.0,199937.0,Metric Tons,AlaskaEco,199937.0
Bering Sea / Aleutian Islands Sculpin Complex,,2019,2019.0,171760.0,Metric Tons,AlaskaEco,171760.0
Bering Sea / Aleutian Islands Sculpin Complex,,2023,2023.0,139087.0,Metric Tons,AlaskaEco,139087.0
Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex,Eastern Bering Sea,2013,2012.0,1389.0,Metric Tons,AlaskaEco,1389.0
Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex,Eastern Bering Sea,2014,2014.0,1339.0,Metric Tons,AlaskaEco,1339.0
Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex,Eastern Bering Sea,2015,2014.0,1339.0,Metric Tons,AlaskaEco,1339.0
Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex,Eastern Bering Sea,2020,2020.0,1371.0,Metric Tons,AlaskaEco,1371.0
Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex,Eastern Bering Sea,2021,2020.0,1371.0,Metric Tons,AlaskaEco,1371.0
Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex,Eastern Bering Sea,2022,2022.0,1544.0,Metric Tons,AlaskaEco,1544.0
Flathead sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,245175.0,Metric Tons,AlaskaEco,245175.0
Flathead sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,249983.0,Metric Tons,AlaskaEco,249983.0
Flathead sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,240427.0,Metric Tons,AlaskaEco,240427.0
Flathead sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,234293.0,Metric Tons,AlaskaEco,234293.0
Flathead sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2018.0,154356.0,Metric Tons,AlaskaEco,154356.0
Flathead sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2018.0,154356.0,Metric Tons,AlaskaEco,154356.0
Flathead sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2020.0,148077.0,Metric Tons,AlaskaEco,148077.0
Flathead sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2020.0,148077.0,Metric Tons,AlaskaEco,148077.0
Flathead sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2020.0,148077.0,Metric Tons,AlaskaEco,148077.0
Flathead sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2020.0,148077.0,Metric Tons,AlaskaEco,148077.0
Greenland halibut - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,20006.0,Metric Tons,AlaskaEco,20006.0
Greenland halibut - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,26342.0,Metric Tons,AlaskaEco,26342.0
Greenland halibut - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,23041.0,Metric Tons,AlaskaEco,23041.0
Greenland halibut - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,41405.0,Metric Tons,AlaskaEco,41405.0
Greenland halibut - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2018.0,50465.0,Metric Tons,AlaskaEco,50465.0
Greenland halibut - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2018.0,50465.0,Metric Tons,AlaskaEco,50465.0
Greenland halibut - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2020.0,52902.0,Metric Tons,AlaskaEco,52902.0
Greenland halibut - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2020.0,52902.0,Metric Tons,AlaskaEco,52902.0
Greenland halibut - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2022.0,35257.1015625,Metric Tons,AlaskaEco,35257.1015625
Greenland halibut - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2022.0,35257.1015625,Metric Tons,AlaskaEco,35257.1015625
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,50520.0,Metric Tons,AlaskaEco,50520.0
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,59990.0,Metric Tons,AlaskaEco,59990.0
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2016.0,61700.0,Metric Tons,AlaskaEco,61700.0
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,59345.0,Metric Tons,AlaskaEco,59345.0
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2017,2017.0,63718.0,Metric Tons,AlaskaEco,63718.0
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2018.0,52843.0,Metric Tons,AlaskaEco,52843.0
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2018.0,52843.0,Metric Tons,AlaskaEco,52843.0
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2020.0,54191.0,Metric Tons,AlaskaEco,54191.0
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2020.0,54191.0,Metric Tons,AlaskaEco,54191.0
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2022.0,49685.69921875,Metric Tons,AlaskaEco,49685.69921875
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2022.0,49685.69921875,Metric Tons,AlaskaEco,49685.69921875
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2014.0,713200.0,Metric Tons,AlaskaEco,713200.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,632502.0,Metric Tons,AlaskaEco,632502.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,611242.0,Metric Tons,AlaskaEco,611242.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,592085.0,Metric Tons,AlaskaEco,592085.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2017,2017.0,539500.0,Metric Tons,AlaskaEco,539500.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2018.0,458572.0,Metric Tons,AlaskaEco,458572.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2018.0,458572.0,Metric Tons,AlaskaEco,458572.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2020.0,314380.0,Metric Tons,AlaskaEco,314380.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2020.0,314380.0,Metric Tons,AlaskaEco,314380.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2022.0,250.33599853515625,Thousand Metric Tons,AlaskaEco,250335.99853515625
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2022.0,250.33599853515625,Thousand Metric Tons,AlaskaEco,250335.99853515625
Northern rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,84697.0,mt,AlaskaEco,84697.0
Northern rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,97785.0,metric tons,AlaskaEco,97785.0
