Stock Name,Stock Area,Assessment Year,B Year,Estimated B,B Unit,source,Estimated B (Metric Tons)
Spiny dogfish - Atlantic Coast,Atlantic Coast,2015,2015.0,138997.0,Metric Tons,NortheastShelf,138997.0
Spiny dogfish - Atlantic Coast,Atlantic Coast,2018,2018.0,106.80000305175781,thousand mt (female biomass only),NortheastShelf,106800.00305175781
Pacific bluefin tuna - Pacific,Pacific,2014,2012.0,26324.0,mt,PacificHM,26324.0
Pacific bluefin tuna - Pacific,Pacific,2016,2014.0,16557.0,Metric Tons,PacificHM,16557.0
Pacific bluefin tuna - Pacific,Pacific,2018,2016.0,21331.0,mt,PacificHM,21331.0
Pacific bluefin tuna - Pacific,Pacific,2020,2018.0,28228.0,Metric Tons,PacificHM,28228.0
Pacific bluefin tuna - Pacific,Pacific,2022,2020.0,65464.0,Metric Tons,PacificHM,65464.0
Bigeye tuna - Eastern Pacific,Eastern Pacific,2016,2016.0,91279.0,mt,PacificHM,91279.0
Bigeye tuna - Eastern Pacific,Eastern Pacific,2017,2017.0,118523.0,mt,PacificHM,118523.0
Bigeye tuna - Western and Central Pacific,Western and Central Pacific,2020,2018.0,569888.0,Metric Tons,PacificHM,569888.0
Bigeye tuna - Western and Central Pacific,Western and Central Pacific,2023,2021.0,715327.0,Metric Tons,PacificHM,715327.0
Swordfish - Eastern Pacific,Eastern Pacific,2014,2012.0,58590.0,Metric Tons,PacificHM,58590.0
Swordfish - Western and Central North Pacific,Western and Central North Pacific,2014,2012.0,72500.0,mt,PacificHM,72500.0
Swordfish - Western and Central North Pacific,Western and Central North Pacific,2018,2016.0,29404.0,mt (female mature biomass),PacificHM,29404.0
Swordfish - Western and Central North Pacific,Western and Central North Pacific,2023,2021.0,34900.0,Metric Tons,PacificHM,34900.0
Albacore - South Pacific,South Pacific,2015,2013.0,163344.0,Metric Tons,PacificHM,163344.0
Albacore - South Pacific,South Pacific,2018,2016.0,277059.1875,Metric Tons,PacificHM,277059.1875
Albacore - South Pacific,South Pacific,2021,2019.0,336424.84375,Metric Tons,PacificHM,336424.84375
Blue marlin - Pacific,Pacific,2021,2019.0,24241.0,Metric Tons,PacificHM,24241.0
Oceanic whitetip shark - Western and Central Pacific,Western and Central Pacific,2019,2016.0,298.0,Metric Tons,PacificHM,298.0
Silky shark - Western and Central Pacific,Western and Central Pacific,2018,2016.0,5560.0,Metric Tons,PacificHM,5560.0
Albacore - North Pacific,North Pacific,2014,2012.0,110101.0,mt,PacificHM,110101.0
Albacore - North Pacific,North Pacific,2017,2015.0,80618.0,mt,PacificHM,80618.0
Albacore - North Pacific,North Pacific,2020,2018.0,58858.0,Metric Tons,PacificHM,58858.0
Albacore - North Pacific,North Pacific,2023,2021.0,70229.0,Metric Tons,PacificHM,70229.0
Blue shark - North Pacific,North Pacific,2017,2015.0,308286.0,mt,PacificHM,308286.0
Blue shark - North Pacific,North Pacific,2023,2020.0,92954.0,Metric Tons,PacificHM,92954.0
Skipjack tuna - Western and Central Pacific,Western and Central Pacific,2016,2015.0,4166815.0,Metric Tons,PacificHM,4166815.0
Skipjack tuna - Western and Central Pacific,Western and Central Pacific,2022,2021.0,3090240.0,Metric Tons,PacificHM,3090240.0
Striped marlin - Western and Central Pacific,Western and Central Pacific,2019,2017.0,2130.300048828125,Metric Tons,PacificHM,2130.300048828125
Striped marlin - Western and Central Pacific,Western and Central Pacific,2023,2020.0,1696.0,Metric Tons,PacificHM,1696.0
Yellowfin tuna - Western and Central Pacific,Western and Central Pacific,2017,2015.0,754078.0,Metric Tons,PacificHM,754078.0
Yellowfin tuna - Western and Central Pacific,Western and Central Pacific,2018,2015.0,754078.0,Metric Tons,PacificHM,754078.0
Yellowfin tuna - Western and Central Pacific,Western and Central Pacific,2019,2015.0,754078.0,Metric Tons,PacificHM,754078.0
Yellowfin tuna - Western and Central Pacific,Western and Central Pacific,2020,2018.0,2229105.0,Metric Tons,PacificHM,2229105.0
Yellowfin tuna - Western and Central Pacific,Western and Central Pacific,2023,2021.0,2720563.0,Metric Tons,PacificHM,2720563.0
Yellowfin tuna - Eastern Pacific,Eastern Pacific,2017,2017.0,3117.0,mt,PacificHM,3117.0
Yellowfin tuna - Eastern Pacific,Eastern Pacific,2018,2018.0,508540.0,mt,PacificHM,508540.0
American Samoa Bottomfish Multi-species Complex,,2019,2017.0,102.5999984741211,Thousand Pounds,PacificEco,46538.57646987297
Black jack - American Samoa,American Samoa,2023,2021.0,2.0799999237060547,Metric Tons,PacificEco,2.0799999237060547
Common bluestripe snapper - American Samoa,American Samoa,2023,2021.0,12.520000457763672,Metric Tons,PacificEco,12.520000457763672
Flame snapper - American Samoa,American Samoa,2023,2021.0,12.899999618530273,Metric Tons,PacificEco,12.899999618530273
Golden eye jobfish - American Samoa,American Samoa,2023,2021.0,3.1700000762939453,Metric Tons,PacificEco,3.1700000762939453
Green jobfish - American Samoa,American Samoa,2023,2021.0,4.960000038146973,Metric Tons,PacificEco,4.960000038146973
Oblique-banded snapper - American Samoa,American Samoa,2023,2021.0,2.009999990463257,Metric Tons,PacificEco,2.009999990463257
Rusty jobfish - American Samoa,American Samoa,2023,2021.0,14.199999809265137,Metric Tons,PacificEco,14.199999809265137
Spotcheek emperor - American Samoa,American Samoa,2023,2021.0,9.630000114440918,Metric Tons,PacificEco,9.630000114440918
Yellow-edged lyretail - American Samoa,American Samoa,2023,2021.0,2.130000114440918,Metric Tons,PacificEco,2.130000114440918
Bullethead parrotfish - Main Hawaiian Islands,Main Hawaiian Islands,2017,2016.0,139438.0,kg,PacificEco,139.438
Giant trevally - Main Hawaiian Islands,Main Hawaiian Islands,2017,2016.0,1070000.0,kg,PacificEco,1070.0
Goatfish (Parupeneus porphyreus) - Main Hawaiian Islands,Main Hawaiian Islands,2017,2016.0,13810.0,kg,PacificEco,13.81
Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex,,2015,2013.0,11.630000114440918,Million Pounds,PacificEco,5275279.315009527
Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex,,2021,2018.0,21880000.0,lbs,PacificEco,9924601.0556
Palenose parrotfish - Main Hawaiian Islands,Main Hawaiian Islands,2017,2016.0,130295.0,kg,PacificEco,130.295
Redlip parrotfish - Main Hawaiian Islands,Main Hawaiian Islands,2017,2016.0,623532.0,kg,PacificEco,623.532
Regal parrotfish - Main Hawaiian Islands,Main Hawaiian Islands,2017,2016.0,32840.0,kg,PacificEco,32.84
Spanner crab - Main Hawaiian Islands,Main Hawaiian Islands,2019,2016.0,885057.0,lbs,PacificEco,401455.10221509
Spectacled parrotfish - Main Hawaiian Islands,Main Hawaiian Islands,2017,2016.0,78752.0,kg,PacificEco,78.752
Twosaddle goatfish - Main Hawaiian Islands,Main Hawaiian Islands,2017,2016.0,41983.0,kg,PacificEco,41.983
Bigeye bream - Guam,Guam,2019,2017.0,1600.0,Kg,PacificEco,1.6
Blacktail snapper - Guam,Guam,2019,2017.0,2671.0,Kg,PacificEco,2.671
Guam Bottomfish Multi-species Complex,,2019,2017.0,143.0,Thousand Pounds,PacificEco,64863.70891
Humpback red snapper - Guam,Guam,2019,2017.0,3020.0,Kg,PacificEco,3.02
Northern Mariana Islands Bottomfish Multi-species Complex,,2019,2017.0,569.2000122070312,Thousand Pounds,PacificEco,258184.78254101623
Pacific longnose parrotfish - Guam,Guam,2019,2017.0,5051.0,Kg,PacificEco,5.051
Steephead parrotfish - Guam,Guam,2019,2017.0,3617.0,Kg,PacificEco,3.617
